81,Marek,Wozniak,1
82,Karol,Krawczyk,1
83,Anna,Wozniak,2
84,Marek,Krawczyk,3
85,Sebastian,Kowalczyk,2
86,Katarzyna,Wojcik,3
87,Pawel,Mazur,1
88,Jan,Kaczmarek,3
89,Katarzyna,Krawczyk,3
90,Katarzyna,Wojcik,1
91,Kamil,Dudek,3
92,Piotr,Mazur,1
93,Jan,Kowalczyk,2
94,Andrzej,Kaczmarek,1
95,Pawel,Krawczyk,3
96,Andrzej,Kaczmarek,2
97,Sebastian,Mazur,1
98,Rafal,Kowalczyk,3
99,Karol,Mazur,3
100,Michal,Adamczyk,1
101,Marek,Wojcik,2
102,Pawel,Nowak,2
103,Piotr,Wozniak,2
104,Jan,Nowak,3
105,Kamil,Kaczmarek,3
106,Tomasz,Nowak,2
107,Anna,Wojcik,2
108,Tomasz,Wozniak,3
109,Katarzyna,Kaczmarek,3
110,Rafal,Mazur,1
111,Pawel,Kowalczyk,2
112,Jan,Nowak,3
113,Andrzej,Wozniak,2
114,Piotr,Nowak,3
115,Rafal,Kaczmarek,1
116,Pawel,Mazur,3
117,Karol,Dudek,3
118,Tomasz,Wojcik,2
119,Sebastian,Mazur,2
120,Pawel,Wozniak,1
121,Karol,Kowalczyk,3
122,Kamil,Adamczyk,2
123,Rafal,Krawczyk,1
124,Michal,Mazur,3
125,Kamil,Wojcik,1
126,Andrzej,Wozniak,2
127,Pawel,Dudek,1
128,Andrzej,Dudek,3
129,Pawel,Wojcik,2
130,Pawel,Kowalczyk,3
131,Katarzyna,Adamczyk,3
132,Andrzej,Kaczmarek,2
133,Karol,Dudek,2
134,Marek,Mazur,2
135,Michal,Wojcik,2
136,Andrzej,Wojcik,3
137,Kamil,Wojcik,1
138,Rafal,Wojcik,3
139,Kamil,Dudek,3
140,Andrzej,Mazur,1
141,Sebastian,Nowak,1
142,Pawel,Kowalczyk,2
143,Michal,Kowalczyk,1
144,Karol,Dudek,1
145,Tomasz,Krawczyk,1
146,Andrzej,Kaczmarek,2
147,Pawel,Wojcik,1
148,Kamil,Dudek,2
149,Tomasz,Dudek,1
150,Pawel,Wojcik,2
151,Katarzyna,Krawczyk,1
152,Andrzej,Kaczmarek,2
153,Pawel,Wozniak,3
154,Sebastian,Krawczyk,1
155,Piotr,Wojcik,3
156,Piotr,Mazur,1
157,Andrzej,Wojcik,2
158,Piotr,Adamczyk,1
159,Sebastian,Dudek,2
160,Anna,Kaczmarek,2
161,Katarzyna,Nowak,3
162,Marek,Kaczmarek,1
163,Kamil,Dudek,3
164,Kamil,Wojcik,2
165,Piotr,Mazur,3
166,Marek,Mazur,2
167,Rafal,Nowak,3
168,Jan,Kowalczyk,1
169,Anna,Mazur,3
170,Michal,Dudek,3
171,Anna,Kaczmarek,3
172,Andrzej,Adamczyk,1
173,Kamil,Wojcik,2
174,Tomasz,Wojcik,1
175,Rafal,Adamczyk,3
176,Marek,Nowak,3
177,Jan,Mazur,1
178,Tomasz,Mazur,2
179,Rafal,Kaczmarek,1
180,Sebastian,Mazur,3
181,Tomasz,Wozniak,3
182,Katarzyna,Wojcik,1
183,Michal,Krawczyk,2
184,Piotr,Krawczyk,1
185,Sebastian,Wojcik,3
186,Andrzej,Wozniak,1
187,Karol,Krawczyk,2
188,Andrzej,Nowak,1
189,Kamil,Wozniak,1
190,Karol,Dudek,2
191,Jan,Nowak,2
192,Rafal,Kowalczyk,3
193,Tomasz,Krawczyk,3
194,Pawel,Mazur,1
195,Anna,Krawczyk,3
196,Piotr,Wozniak,1
197,Michal,Krawczyk,1
198,Marek,Adamczyk,3
199,Sebastian,Krawczyk,3
200,Sebastian,Wojcik,1
201,Pawel,Dudek,1
202,Kamil,Mazur,2
203,Marek,Kowalczyk,1
204,Sebastian,Wozniak,3
205,Anna,Adamczyk,2
206,Katarzyna,Wozniak,1
207,Andrzej,Wozniak,3
208,Michal,Mazur,1
209,Marek,Kaczmarek,1
210,Piotr,Mazur,3
211,Anna,Wojcik,3
212,Andrzej,Dudek,1
213,Marek,Wojcik,3
214,Rafal,Mazur,1
215,Michal,Krawczyk,1
216,Jan,Kowalczyk,1
217,Katarzyna,Kowalczyk,3
218,Marek,Adamczyk,3
219,Andrzej,Krawczyk,2
220,Sebastian,Nowak,1
221,Anna,Kaczmarek,2
222,Rafal,Adamczyk,1
223,Tomasz,Adamczyk,1
224,Karol,Dudek,3
225,Anna,Wozniak,2
226,Sebastian,Adamczyk,3
227,Piotr,Adamczyk,3
228,Tomasz,Wozniak,1
229,Katarzyna,Nowak,3
230,Pawel,Wozniak,3
231,Andrzej,Mazur,2
232,Tomasz,Dudek,2
233,Rafal,Adamczyk,3
234,Karol,Mazur,3
235,Tomasz,Mazur,2
236,Tomasz,Kaczmarek,2
237,Marek,Kowalczyk,1
238,Anna,Krawczyk,3
239,Rafal,Mazur,2
240,Marek,Adamczyk,2
241,Katarzyna,Krawczyk,3
242,Michal,Dudek,1
243,Marek,Nowak,3
244,Sebastian,Wojcik,2
245,Tomasz,Wojcik,1
246,Piotr,Wozniak,3
247,Andrzej,Kaczmarek,2
248,Jan,Mazur,2
249,Kamil,Nowak,2
250,Kamil,Dudek,2
251,Marek,Adamczyk,2
252,Anna,Adamczyk,2
253,Jan,Nowak,1
254,Michal,Kowalczyk,3
255,Anna,Kaczmarek,2
256,Anna,Wozniak,1
257,Pawel,Krawczyk,3
258,Michal,Krawczyk,3
259,Sebastian,Wojcik,3
260,Kamil,Krawczyk,3
261,Pawel,Dudek,2
262,Anna,Mazur,1
263,Andrzej,Nowak,3
264,Jan,Kaczmarek,3
265,Rafal,Wozniak,1
266,Jan,Kaczmarek,1
267,Michal,Nowak,3
268,Jan,Krawczyk,1
269,Piotr,Kaczmarek,2
270,Piotr,Adamczyk,1
271,Pawel,Dudek,1
272,Tomasz,Mazur,3
273,Pawel,Wozniak,3
274,Michal,Mazur,2
275,Jan,Krawczyk,2
276,Piotr,Krawczyk,3
277,Pawel,Mazur,3
278,Michal,Adamczyk,1
279,Rafal,Mazur,3
280,Kamil,Mazur,1
281,Piotr,Adamczyk,2
282,Jan,Kowalczyk,2
283,Andrzej,Dudek,1
284,Rafal,Krawczyk,1
285,Karol,Wojcik,2
286,Rafal,Mazur,1
287,Andrzej,Kowalczyk,1
288,Tomasz,Adamczyk,1
289,Pawel,Kaczmarek,2
290,Katarzyna,Mazur,2
291,Tomasz,Krawczyk,2
292,Kamil,Wojcik,2
293,Pawel,Kowalczyk,3
294,Tomasz,Wojcik,3
295,Katarzyna,Krawczyk,1
296,Sebastian,Kowalczyk,3
297,Sebastian,Nowak,2
298,Rafal,Mazur,3
299,Tomasz,Krawczyk,2
300,Piotr,Adamczyk,3
301,Michal,Mazur,2
302,Jan,Kaczmarek,3
303,Sebastian,Adamczyk,2
304,Kamil,Wozniak,1
305,Katarzyna,Nowak,1
306,Tomasz,Wozniak,3
307,Rafal,Mazur,2
308,Sebastian,Wozniak,3
309,Kamil,Nowak,3
310,Karol,Adamczyk,3
311,Michal,Wojcik,1
312,Piotr,Wozniak,1
313,Marek,Adamczyk,2
314,Michal,Adamczyk,2
315,Tomasz,Kaczmarek,1
316,Anna,Kowalczyk,3
317,Pawel,Wojcik,2
318,Karol,Wojcik,2
319,Sebastian,Kaczmarek,3
320,Karol,Krawczyk,1
321,Jan,Kaczmarek,1
322,Jan,Wozniak,1
323,Marek,Adamczyk,3
324,Tomasz,Wozniak,1
325,Anna,Adamczyk,2
326,Jan,Dudek,3
327,Michal,Mazur,1
328,Kamil,Adamczyk,1
329,Marek,Kowalczyk,1
330,Katarzyna,Mazur,3
331,Marek,Krawczyk,2
332,Katarzyna,Wozniak,1
333,Rafal,Dudek,1
334,Michal,Wozniak,2
335,Karol,Kaczmarek,3
336,Karol,Dudek,2
337,Andrzej,Mazur,2
338,Pawel,Krawczyk,1
339,Karol,Adamczyk,2
340,Jan,Wojcik,2
341,Rafal,Wojcik,3
342,Andrzej,Nowak,2
343,Karol,Nowak,1
344,Rafal,Kowalczyk,2
345,Andrzej,Wozniak,2
346,Pawel,Kowalczyk,3
347,Michal,Mazur,1
348,Sebastian,Mazur,2
349,Andrzej,Kowalczyk,1
350,Jan,Krawczyk,1
351,Michal,Mazur,2
352,Anna,Kowalczyk,3
353,Katarzyna,Krawczyk,3
354,Kamil,Kaczmarek,3
355,Pawel,Kowalczyk,3
356,Karol,Mazur,2
357,Jan,Krawczyk,1
358,Piotr,Wozniak,1
359,Pawel,Mazur,1
360,Rafal,Wozniak,2
361,Piotr,Adamczyk,1
362,Tomasz,Nowak,1
363,Katarzyna,Adamczyk,3
364,Sebastian,Kaczmarek,1
365,Anna,Adamczyk,3
366,Sebastian,Kaczmarek,3
367,Katarzyna,Nowak,3
368,Marek,Wozniak,2
369,Jan,Wojcik,3
370,Michal,Mazur,1
371,Katarzyna,Kaczmarek,3
372,Marek,Krawczyk,3
373,Rafal,Nowak,3
374,Michal,Kowalczyk,1
375,Kamil,Nowak,3
376,Kamil,Adamczyk,1
377,Anna,Kaczmarek,2
378,Kamil,Adamczyk,3
379,Piotr,Krawczyk,1
380,Katarzyna,Kaczmarek,3
381,Anna,Wojcik,3
382,Rafal,Mazur,2
383,Tomasz,Nowak,2
384,Piotr,Wozniak,2
385,Katarzyna,Wojcik,3
386,Andrzej,Krawczyk,3
387,Jan,Nowak,1
388,Piotr,Adamczyk,1
389,Sebastian,Mazur,2
390,Anna,Kaczmarek,2
391,Pawel,Wojcik,1
392,Jan,Kowalczyk,3
393,Andrzej,Mazur,3
394,Andrzej,Dudek,3
395,Michal,Mazur,3
396,Michal,Wojcik,2
397,Piotr,Wozniak,3
398,Rafal,Kowalczyk,1
399,Anna,Nowak,1
400,Anna,Dudek,3
401,Rafal,Wozniak,1
402,Jan,Kaczmarek,3
403,Anna,Wojcik,2
404,Sebastian,Nowak,1
405,Anna,Wozniak,2
406,Katarzyna,Nowak,2
407,Tomasz,Wojcik,3
408,Pawel,Wojcik,3
409,Pawel,Kaczmarek,1
410,Pawel,Mazur,1
411,Jan,Krawczyk,1
412,Sebastian,Kowalczyk,3
413,Kamil,Wozniak,1
414,Andrzej,Kaczmarek,2
415,Sebastian,Mazur,2
416,Jan,Krawczyk,3
417,Anna,Wojcik,1
418,Karol,Kowalczyk,1
419,Michal,Adamczyk,3
420,Jan,Dudek,3
421,Anna,Kowalczyk,3
422,Kamil,Nowak,3
423,Katarzyna,Kaczmarek,2
424,Sebastian,Kowalczyk,1
425,Rafal,Adamczyk,3
426,Rafal,Dudek,2
427,Kamil,Nowak,3
428,Piotr,Dudek,2
429,Michal,Mazur,3
430,Katarzyna,Wojcik,3
431,Rafal,Nowak,3
432,Sebastian,Kaczmarek,2
433,Piotr,Wozniak,3
434,Tomasz,Nowak,3
435,Anna,Mazur,3
436,Kamil,Kaczmarek,2
437,Tomasz,Mazur,2
438,Kamil,Kowalczyk,2
439,Katarzyna,Mazur,1
440,Rafal,Kowalczyk,3
441,Jan,Mazur,2
442,Kamil,Dudek,2
443,Jan,Wozniak,3
444,Rafal,Wojcik,2
445,Karol,Wojcik,3
446,Marek,Wozniak,2
447,Sebastian,Wozniak,1
448,Pawel,Krawczyk,3
449,Kamil,Wojcik,3
450,Jan,Adamczyk,1
451,Piotr,Mazur,3
452,Kamil,Wozniak,2
453,Michal,Krawczyk,2
454,Piotr,Nowak,3
455,Kamil,Kowalczyk,1
456,Katarzyna,Krawczyk,2
457,Anna,Wojcik,1
458,Sebastian,Mazur,1
459,Pawel,Wojcik,1
460,Jan,Kowalczyk,1
461,Sebastian,Adamczyk,1
462,Michal,Kaczmarek,3
463,Karol,Nowak,3
464,Anna,Adamczyk,1
465,Pawel,Wojcik,3
466,Piotr,Wozniak,1
467,Andrzej,Adamczyk,2
468,Michal,Kaczmarek,2
469,Katarzyna,Adamczyk,2
470,Katarzyna,Dudek,1
471,Andrzej,Krawczyk,1
472,Pawel,Kowalczyk,3
473,Tomasz,Nowak,2
474,Pawel,Dudek,2
475,Piotr,Kaczmarek,1
476,Anna,Kaczmarek,1
477,Katarzyna,Kaczmarek,3
478,Jan,Krawczyk,3
479,Piotr,Mazur,3
480,Michal,Kaczmarek,2
481,Sebastian,Nowak,2
482,Rafal,Dudek,2
483,Rafal,Kowalczyk,1
484,Pawel,Adamczyk,1
485,Piotr,Kaczmarek,2
486,Kamil,Kaczmarek,2
487,Pawel,Wojcik,3
488,Pawel,Kowalczyk,1
489,Sebastian,Wozniak,2
490,Kamil,Mazur,1
491,Karol,Kowalczyk,2
492,Kamil,Mazur,2
493,Michal,Kowalczyk,1
494,Piotr,Krawczyk,1
495,Karol,Kaczmarek,2
496,Tomasz,Krawczyk,2
497,Pawel,Mazur,2
498,Sebastian,Wojcik,2
499,Jan,Dudek,2
500,Kamil,Dudek,2
501,Tomasz,Adamczyk,2
502,Anna,Wojcik,1
503,Kamil,Kowalczyk,1
504,Pawel,Kowalczyk,1
505,Jan,Krawczyk,3
506,Anna,Adamczyk,3
507,Rafal,Mazur,3
508,Tomasz,Adamczyk,3
509,Jan,Wojcik,2
510,Karol,Kowalczyk,1
511,Marek,Krawczyk,1
512,Anna,Mazur,3
513,Piotr,Wozniak,2
514,Katarzyna,Krawczyk,1
515,Sebastian,Wozniak,2
516,Sebastian,Wozniak,3
517,Marek,Wozniak,3
518,Karol,Krawczyk,2
519,Rafal,Wojcik,2
520,Jan,Kowalczyk,2
521,Marek,Krawczyk,2
522,Jan,Mazur,2
523,Rafal,Wozniak,1
524,Jan,Nowak,3
525,Jan,Mazur,2
526,Jan,Dudek,1
527,Pawel,Kowalczyk,1
528,Rafal,Mazur,3
529,Tomasz,Nowak,1
530,Marek,Wojcik,1
531,Michal,Wozniak,1
532,Jan,Wojcik,3
533,Tomasz,Wojcik,1
534,Rafal,Adamczyk,1
535,Karol,Kowalczyk,2
536,Tomasz,Nowak,2
537,Sebastian,Mazur,1
538,Pawel,Nowak,1
539,Marek,Nowak,1
540,Anna,Dudek,1
541,Jan,Nowak,1
542,Marek,Wojcik,1
543,Jan,Nowak,3
544,Anna,Wojcik,1
545,Rafal,Dudek,2
546,Jan,Kowalczyk,1
547,Andrzej,Wojcik,3
548,Marek,Mazur,2
549,Rafal,Nowak,3
550,Pawel,Mazur,2
551,Sebastian,Kaczmarek,3
552,Karol,Nowak,3
553,Kamil,Kaczmarek,2
554,Pawel,Kaczmarek,3
555,Karol,Dudek,3
556,Karol,Mazur,1
557,Katarzyna,Mazur,3
558,Pawel,Wojcik,3
559,Piotr,Adamczyk,1
560,Pawel,Adamczyk,3
561,Jan,Kowalczyk,2
562,Sebastian,Wojcik,1
563,Michal,Krawczyk,1
564,Kamil,Nowak,1
565,Tomasz,Dudek,3
566,Marek,Nowak,2
567,Tomasz,Nowak,3
568,Piotr,Adamczyk,3
569,Tomasz,Nowak,1
570,Jan,Krawczyk,2
571,Tomasz,Wozniak,2
572,Anna,Wojcik,2
573,Rafal,Mazur,2
574,Pawel,Adamczyk,1
575,Sebastian,Dudek,2
576,Karol,Nowak,1
577,Kamil,Dudek,3
578,Piotr,Kaczmarek,1
579,Rafal,Wozniak,2
580,Tomasz,Wozniak,2
581,Pawel,Nowak,2
582,Piotr,Wozniak,1
583,Michal,Kowalczyk,1
584,Marek,Wojcik,2
585,Tomasz,Adamczyk,2
586,Kamil,Dudek,1
587,Michal,Adamczyk,1
588,Katarzyna,Dudek,3
589,Sebastian,Krawczyk,1
590,Andrzej,Mazur,1
591,Karol,Kowalczyk,3
592,Marek,Mazur,3
593,Michal,Krawczyk,3
594,Karol,Kaczmarek,1
595,Kamil,Wojcik,1
596,Kamil,Kaczmarek,1
597,Andrzej,Kaczmarek,3
598,Sebastian,Wozniak,2
599,Michal,Mazur,1
600,Andrzej,Adamczyk,2
601,Karol,Kowalczyk,3
602,Piotr,Mazur,2
603,Jan,Wozniak,1
604,Katarzyna,Nowak,1
605,Andrzej,Adamczyk,1
606,Marek,Adamczyk,3
607,Pawel,Krawczyk,1
608,Jan,Nowak,3
609,Michal,Kaczmarek,1
610,Sebastian,Kaczmarek,2
611,Jan,Mazur,3
612,Anna,Mazur,3
613,Kamil,Wojcik,2
614,Michal,Kowalczyk,3
615,Katarzyna,Kowalczyk,2
616,Piotr,Kaczmarek,3
617,Tomasz,Krawczyk,1
618,Michal,Wozniak,1
619,Marek,Kowalczyk,2
620,Piotr,Nowak,3
621,Tomasz,Kaczmarek,3
622,Marek,Nowak,1
623,Pawel,Krawczyk,1
624,Karol,Wojcik,2
625,Karol,Krawczyk,3
626,Rafal,Wojcik,1
627,Tomasz,Wozniak,3
628,Katarzyna,Dudek,2
629,Jan,Dudek,3
630,Pawel,Kaczmarek,2
631,Sebastian,Wozniak,3
632,Andrzej,Adamczyk,1
633,Andrzej,Krawczyk,3
634,Anna,Mazur,2
635,Karol,Kowalczyk,3
636,Rafal,Mazur,1
637,Piotr,Kaczmarek,1
638,Kamil,Adamczyk,3
639,Marek,Kowalczyk,2
640,Michal,Kowalczyk,2
641,Katarzyna,Kaczmarek,1
642,Marek,Kowalczyk,3
643,Piotr,Kaczmarek,3
644,Andrzej,Nowak,2
645,Kamil,Dudek,3
646,Sebastian,Adamczyk,2
647,Sebastian,Wozniak,3
648,Sebastian,Dudek,2
649,Anna,Adamczyk,3
650,Anna,Nowak,1
651,Piotr,Kowalczyk,1
652,Andrzej,Kaczmarek,2
653,Michal,Adamczyk,1
654,Pawel,Dudek,2
655,Sebastian,Adamczyk,2
656,Pawel,Krawczyk,3
657,Kamil,Wozniak,3
658,Karol,Wozniak,1
659,Karol,Wojcik,1
660,Pawel,Kaczmarek,1
661,Pawel,Dudek,2
662,Sebastian,Wojcik,3
663,Piotr,Krawczyk,2
664,Katarzyna,Wozniak,2
665,Piotr,Mazur,3
666,Marek,Mazur,2
667,Tomasz,Mazur,1
668,Rafal,Wojcik,1
669,Sebastian,Nowak,3
670,Jan,Nowak,2
671,Karol,Mazur,3
672,Rafal,Krawczyk,1
673,Karol,Nowak,2
674,Jan,Kaczmarek,2
675,Katarzyna,Krawczyk,1
676,Kamil,Dudek,3
677,Michal,Dudek,2
678,Anna,Kaczmarek,2
679,Jan,Kaczmarek,2
680,Anna,Adamczyk,3
681,Katarzyna,Kaczmarek,3
682,Anna,Adamczyk,1
683,Karol,Wozniak,3
684,Piotr,Kaczmarek,3
685,Anna,Mazur,2
686,Anna,Kaczmarek,3
687,Katarzyna,Wojcik,3
688,Kamil,Krawczyk,1
689,Andrzej,Krawczyk,3
690,Jan,Kaczmarek,1
691,Katarzyna,Kaczmarek,2
692,Anna,Kaczmarek,2
693,Karol,Kowalczyk,1
694,Pawel,Kaczmarek,1
695,Rafal,Wozniak,3
696,Katarzyna,Krawczyk,3
697,Katarzyna,Nowak,2
698,Jan,Kaczmarek,3
699,Anna,Mazur,2
700,Anna,Kaczmarek,2
701,Marek,Nowak,2
702,Katarzyna,Adamczyk,2
703,Michal,Mazur,2
704,Andrzej,Wojcik,2
705,Pawel,Dudek,2
706,Anna,Mazur,1
707,Sebastian,Mazur,3
708,Piotr,Dudek,1
709,Katarzyna,Dudek,1
710,Piotr,Krawczyk,1
711,Andrzej,Kaczmarek,1
712,Michal,Kowalczyk,1
713,Pawel,Adamczyk,2
714,Anna,Wozniak,3
715,Sebastian,Krawczyk,2
716,Karol,Wojcik,2
717,Pawel,Krawczyk,3
718,Michal,Wozniak,2
719,Marek,Dudek,2
720,Marek,Mazur,3
721,Piotr,Adamczyk,2
722,Andrzej,Nowak,3
723,Andrzej,Mazur,3
724,Michal,Wozniak,3
725,Andrzej,Mazur,3
726,Michal,Mazur,3
727,Marek,Kowalczyk,2
728,Tomasz,Wojcik,2
729,Marek,Adamczyk,2
730,Sebastian,Adamczyk,2
731,Katarzyna,Wozniak,1
732,Pawel,Adamczyk,1
733,Jan,Dudek,1
734,Katarzyna,Krawczyk,2
735,Karol,Dudek,2
736,Katarzyna,Wozniak,1
737,Jan,Mazur,2
738,Katarzyna,Wojcik,2
739,Kamil,Krawczyk,2
740,Sebastian,Kaczmarek,1
741,Piotr,Nowak,1
742,Rafal,Dudek,3
743,Sebastian,Krawczyk,3
744,Pawel,Nowak,1
745,Pawel,Wozniak,3
746,Piotr,Mazur,2
747,Anna,Dudek,2
748,Jan,Adamczyk,3
749,Jan,Mazur,1
750,Piotr,Adamczyk,1
751,Marek,Nowak,1
752,Anna,Wozniak,1
753,Tomasz,Adamczyk,1
754,Piotr,Kaczmarek,2
755,Piotr,Dudek,3
756,Pawel,Mazur,2
757,Karol,Kaczmarek,1
758,Tomasz,Krawczyk,2
759,Anna,Krawczyk,1
760,Jan,Wozniak,3
761,Andrzej,Wozniak,3
762,Rafal,Nowak,1
763,Piotr,Wojcik,1
764,Kamil,Adamczyk,3
765,Michal,Kowalczyk,1
766,Michal,Adamczyk,3
767,Anna,Kaczmarek,2
768,Karol,Kaczmarek,1
769,Piotr,Dudek,1
770,Anna,Wojcik,3
771,Jan,Mazur,2
772,Sebastian,Mazur,1
773,Piotr,Adamczyk,2
774,Pawel,Dudek,1
775,Michal,Nowak,2
776,Marek,Krawczyk,2
777,Anna,Wojcik,2
778,Piotr,Wozniak,1
779,Kamil,Adamczyk,3
780,Andrzej,Dudek,3
781,Anna,Adamczyk,3
782,Karol,Adamczyk,3
783,Jan,Krawczyk,2
784,Karol,Nowak,2
785,Kamil,Dudek,2
786,Sebastian,Kowalczyk,2
787,Marek,Mazur,2
788,Katarzyna,Wozniak,2
789,Marek,Dudek,2
790,Michal,Adamczyk,1
791,Kamil,Adamczyk,2
792,Tomasz,Nowak,3
793,Anna,Kaczmarek,3
794,Kamil,Wozniak,1
795,Piotr,Wozniak,3
796,Rafal,Dudek,1
797,Michal,Nowak,2
798,Jan,Kowalczyk,1
799,Tomasz,Krawczyk,3
800,Katarzyna,Nowak,3
801,Pawel,Kaczmarek,3
802,Katarzyna,Nowak,2
803,Jan,Kowalczyk,3
804,Sebastian,Adamczyk,2
805,Katarzyna,Krawczyk,3
806,Katarzyna,Adamczyk,2
807,Anna,Mazur,1
808,Anna,Adamczyk,1
809,Tomasz,Wozniak,3
810,Sebastian,Nowak,3
811,Anna,Adamczyk,1
812,Piotr,Krawczyk,1
813,Kamil,Nowak,3
814,Sebastian,Wojcik,3
815,Karol,Wozniak,3
816,Piotr,Kowalczyk,1
817,Anna,Krawczyk,3
818,Tomasz,Krawczyk,2
819,Rafal,Mazur,3
820,Sebastian,Wozniak,3
821,Tomasz,Kowalczyk,3
822,Rafal,Adamczyk,3
823,Kamil,Kowalczyk,3
824,Kamil,Dudek,2
825,Michal,Nowak,3
826,Katarzyna,Wojcik,1
827,Rafal,Kaczmarek,3
828,Pawel,Adamczyk,1
829,Kamil,Adamczyk,2
830,Marek,Dudek,2
831,Sebastian,Mazur,3
832,Tomasz,Mazur,1
833,Kamil,Nowak,2
834,Sebastian,Nowak,3
835,Piotr,Kowalczyk,2
836,Marek,Kowalczyk,3
837,Andrzej,Kaczmarek,1
838,Anna,Nowak,1
839,Kamil,Wozniak,2
840,Piotr,Kaczmarek,3
841,Karol,Mazur,3
842,Andrzej,Dudek,1
843,Rafal,Nowak,2
844,Tomasz,Adamczyk,1
845,Piotr,Adamczyk,1
846,Michal,Kaczmarek,2
847,Tomasz,Krawczyk,2
848,Andrzej,Nowak,3
849,Andrzej,Adamczyk,3
850,Andrzej,Adamczyk,3
851,Kamil,Kaczmarek,1
852,Sebastian,Kowalczyk,1
853,Karol,Kowalczyk,2
854,Pawel,Kaczmarek,3
855,Marek,Wojcik,1
856,Anna,Wojcik,1
857,Karol,Kaczmarek,2
858,Anna,Wojcik,3
859,Piotr,Kaczmarek,1
860,Karol,Mazur,3
861,Marek,Wozniak,1
862,Rafal,Adamczyk,3
863,Anna,Mazur,2
864,Jan,Krawczyk,3
865,Karol,Adamczyk,2
866,Jan,Kaczmarek,3
867,Michal,Wozniak,2
868,Anna,Wojcik,1
869,Rafal,Kowalczyk,1
870,Tomasz,Wojcik,2
871,Karol,Krawczyk,2
872,Rafal,Nowak,1
873,Tomasz,Wojcik,1
874,Tomasz,Krawczyk,2
875,Jan,Krawczyk,3
876,Anna,Dudek,3
877,Jan,Dudek,3
878,Sebastian,Nowak,2
879,Katarzyna,Adamczyk,2
880,Tomasz,Nowak,2
881,Kamil,Mazur,1
882,Karol,Nowak,3
883,Rafal,Krawczyk,2
884,Anna,Nowak,1
885,Kamil,Nowak,2
886,Anna,Wozniak,2
887,Kamil,Wojcik,1
888,Rafal,Dudek,1
889,Sebastian,Wojcik,1
890,Anna,Wozniak,2
891,Pawel,Wozniak,1
892,Pawel,Wojcik,1
893,Piotr,Kaczmarek,1
894,Katarzyna,Wojcik,1
895,Karol,Nowak,1
896,Katarzyna,Mazur,2
897,Marek,Wozniak,1
898,Anna,Mazur,1
899,Michal,Nowak,3
900,Kamil,Nowak,2
901,Piotr,Wojcik,1
902,Katarzyna,Wozniak,2
903,Piotr,Kaczmarek,2
904,Karol,Mazur,2
905,Kamil,Kaczmarek,2
906,Karol,Nowak,2
907,Karol,Nowak,1
908,Michal,Nowak,2
909,Andrzej,Mazur,3
910,Rafal,Mazur,1
911,Jan,Wojcik,1
912,Sebastian,Kowalczyk,2
913,Karol,Nowak,3
914,Pawel,Nowak,1
915,Rafal,Adamczyk,3
916,Anna,Wozniak,2
917,Katarzyna,Mazur,1
